id,calories,proteins,fat,carbohydrate,name,image
1203,172,3,0.5,37.5,Tapai ketan putih,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tapai_ketan_putih.jpg
1204,169,1.4,0.3,40.2,Tapai singkong,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tapai_singkong.jpg
1205,358,7.5,4.3,70.4,Tauco cap DAS cake,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tauco_cap_DAS_cake.jpg
1207,25,4.6,0.4,3,Tebu Terubuk,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tebu_Terubuk.jpg
1208,83,10.4,3.4,2.8,Tedong pallu basa masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tedong_pallu_basa_masakan.jpg
1209,132,19.5,0.7,67.8,Teh,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Teh.jpg
1210,300,28.3,4.8,53.6,Teh hijau daun kering,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Teh_hijau_daun_kering.jpg
1211,299,24.1,3.5,59,Teh melati daun kering,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Teh_melati_daun_kering.jpg
1212,34,2,0.1,7.9,Tekokak,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tekokak.jpg
1214,53,1.9,0.9,9.4,Tekwan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tekwan.jpg
1215,162,12.8,11.5,0.7,Telur Ayam,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_Ayam.jpg
1217,50,10.8,0,0.8,Telur Ayam bagian putih,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_Ayam_bagian_putih.jpg
1218,383,15.1,32.9,8.3,Telur Ayam ceplok,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_Ayam_ceplok.jpg
1219,251,16.3,19.4,1.4,Telur Ayam dadar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_Ayam_dadar.jpg
1220,179,13.6,13.3,4.4,Telur ayam kampung ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_ayam_kampung_.jpg
1221,386,17,35,0.8,Telur bebek bagian kuning segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_bebek_bagian_kuning_segar.jpg
1222,54,11,0,0.8,Telur Bebek bagian putih,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_Bebek_bagian_putih.jpg
1225,301,20,23.7,0,Telur Bebek dadar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_Bebek_dadar.jpg
1226,187,10.9,12.4,7.9,Telur bebek tambak segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_bebek_tambak_segar.jpg
1227,195,13.6,13.6,1.4,Telur Bebek telur asin,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_Bebek_telur_asin.jpg
1229,144,12,10.2,0,Telur Penyu,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_Penyu.jpg
1230,425,31,28,10,Telur Terubuk,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Telur_Terubuk.jpg
1231,119,4.4,3.5,18.3,Tempe bongkrek,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_bongkrek.jpg
1232,73,5.7,1.3,4.2,Tempe Gembus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_Gembus.jpg
1233,76,6.8,0.7,10.6,Tempe gembus yogya,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_gembus_yogya.jpg
1234,328,18.4,23.2,12.8,Tempe Goreng ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_Goreng_.jpg
1235,139,12.5,0.8,21.9,Tempe kacang babi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_kacang_babi.jpg
1236,212,17.5,10,12.9,Tempe kacang belimbing,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_kacang_belimbing.jpg
1237,143,12,5.5,11.4,Tempe kedelai + jagung,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_kedelai_+_jagung.jpg
1238,350,24.5,26.6,10.4,Tempe kedelai murni goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_kedelai_murni_goreng.jpg
1239,201,20.8,8.8,13.5,Tempe kedelai murni mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_kedelai_murni_mentah.jpg
1240,141,10.2,1.3,23.2,Tempe koro benguk,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_koro_benguk.jpg
1241,146,11.7,2.3,19.6,Tempe lamtoro var. gung dengan kulit,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_lamtoro_var._gung_dengan_kulit.jpg
1242,131,18,0.8,13,Tempe lamtoro var. gung tanpa kulit,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_lamtoro_var._gung_tanpa_kulit.jpg
1243,150,14,7.7,9.1,Tempe pasar segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_pasar_segar.jpg
1244,336,20,28,7.8,Tempe pasar goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_pasar_goreng.jpg
1245,240,6,2.7,49.3,Tempe Sayur ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempe_Sayur_.jpg
1246,110,1.7,1.3,21.9,Tempoya,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempoya.jpg
1247,126,1.1,2.2,25.7,Tempuyak,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tempuyak.jpg
1248,355,0.7,0.2,85.2,Tepung Arrowroot,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Arrowroot.jpg
1249,364,7,0.5,80,Tepung Beras,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Beras.jpg
1250,353,7,0.5,80,Tepung beras mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_beras_mentah.jpg
1251,353,0.8,1.7,83.6,Tepung Ganyong,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Ganyong.jpg
1252,363,1.1,0.5,88.2,Tepung Gaplek,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Gaplek.jpg
1253,355,0.7,0.2,85.2,Tepung Garut (arrowroot),https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Garut_(arrowroot).jpg
1254,364,4.5,1,83.5,Tepung Hunkwee,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Hunkwee.jpg
1255,316,60.1,6.5,22.4,Tepung Ikan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Ikan.jpg
1257,355,9.2,3.9,73.7,Tepung jagung putih,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_jagung_putih.jpg
1258,388,19,7.5,61.2,Tepung Jalejo,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Jalejo.jpg
1259,347,35.9,20.6,29.9,Tepung Kacang Kedelai,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Kacang_Kedelai.jpg
1260,347,0.3,0.1,85.6,Tepung Kentang,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Kentang.jpg
1261,350,1.2,0.6,85,Tepung Mocaf,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Mocaf.jpg
1262,338,2.9,0.4,80.6,Tepung Pisang,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Pisang.jpg
1263,353,0.7,0.2,84.7,Tepung Sagu,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Sagu.jpg
1264,326,4,0.4,76.7,Tepung Sente,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Sente.jpg
1266,353,2.9,0.5,84.4,Tepung Sukun,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Sukun.jpg
1267,509,24.6,30,36.2,Tepung Susu,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Susu.jpg
1268,418,19,9,65.5,Tepung Susu Asam untuk bayi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Susu_Asam_untuk_bayi.jpg
1269,362,35.6,1,52,Tepung Susu Skim,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Susu_Skim.jpg
1271,365,8.9,1.3,77.3,Tepung Terigu,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Terigu.jpg
1272,354,2.8,0.6,84.4,Tepung Ubi Ungu,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tepung_Ubi_Ungu.jpg
1273,155,22.3,2.9,9.9,Terasi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terasi.jpg
1274,191,33.1,3.6,6.6,Terasi dobo,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terasi_dobo.jpg
1275,174,30,3.5,3.5,Terasi Merah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terasi_Merah.jpg
1276,174,30,3.5,5.6,Terasi merah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terasi_merah.jpg
1277,365,23.7,22.3,17.5,Teri balado masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Teri_balado_masakan.jpg
1278,462,39.1,32.4,3.5,Teripang dendeng mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Teripang_dendeng_mentah.jpg
1279,24,1.1,0.2,5.5,Terong,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terong.jpg
1280,285,4.3,25.7,9.5,Terong + Oncom makanan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terong_+_Oncom_makanan.jpg
1281,39,2.3,1.9,2,Terong Asam,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terong_Asam.jpg
1282,48,1.5,0.3,11.3,Terong Belanda,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terong_Belanda.jpg
1283,45,1.9,0.8,7.5,Terong hintalo segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terong_hintalo_segar.jpg
1284,23,1.8,0.1,4.9,Terong kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terong_kukus.jpg
1285,28,1.1,0.2,5.5,Terong segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terong_segar.jpg
1286,52,2.1,1.1,8.6,Terung belanda segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terung_belanda_segar.jpg
1287,52,1.1,0.4,11.2,Terung bengkulu segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terung_bengkulu_segar.jpg
1288,25,2.1,0.1,5.3,Terung panjang,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terung_panjang.jpg
1289,23,1.8,0.1,4.9,Terung panjang kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Terung_panjang_kukus.jpg
1290,59,2.9,0.3,13.9,Tespong daun,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tespong_daun.jpg
1292,33,1.2,1.3,4.1,Tinira ninahu nggaluku,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tinira_ninahu_nggaluku.jpg
1293,516,17.7,49.5,0,Tinoransak masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tinoransak_masakan.jpg
1295,353,2.4,1.1,83.4,Tiwul  ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tiwul__.jpg
1296,395,3.2,8.5,76.5,Tiwul Instan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tiwul_Instan.jpg
1297,392,5.4,28.5,28.4,Toge -Tahu makanan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Toge_-Tahu_makanan.jpg
1298,93.6,4.4,1.8,15.1,Toge Goreng ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Toge_Goreng_.jpg
1299,23,2.9,0.2,4.1,Toge kacang ijo,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Toge_kacang_ijo.jpg
1301,67,9,2.6,6.4,Toge kedelai,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Toge_kedelai.jpg
1302,28,3,0.8,4,Toge seduh,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Toge_seduh.jpg
1307,189,11.3,15.7,0.6,Tumis bandeng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tumis_bandeng.jpg
1308,48,1.4,4.2,2.6,Tumis bayam bersantan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Tumis_bayam_bersantan.jpg
1309,186,1.9,0.2,44.3,Ubi Cilembu,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ubi_Cilembu.jpg
1310,160,3.7,1.3,55.3,Ubi Jalar Goreng ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ubi_Jalar_Goreng_.jpg
1311,100,0.7,0.3,23.8,Ubi jalar kuning kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ubi_jalar_kuning_kukus.jpg
1312,119,0.5,0.4,25.1,Ubi jalar kuning segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ubi_jalar_kuning_segar.jpg
1313,83,1.5,0.2,18.8,Ubi jalar manis segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ubi_jalar_manis_segar.jpg
1314,123,1.8,0.7,27.9,Ubi Jalar Merah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ubi_Jalar_Merah.jpg
1315,151,1.6,0.3,35.4,Ubi jalar merah segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ubi_jalar_merah_segar.jpg
1316,123,1.8,0.7,27.9,Ubi Jalar Putih,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ubi_Jalar_Putih.jpg
1317,114,1.4,9.6,25.6,Ubi Jalar Rebus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ubi_Jalar_Rebus.jpg
1323,81,16.5,0.3,3,Udang galah segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Udang_galah_segar.jpg
1324,295,62.4,2.3,1.8,Udang kering,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Udang_kering.jpg
1325,278,62.6,4.1,2.2,Udang kering mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Udang_kering_mentah.jpg
1326,273,47.8,3.8,12.5,Udang papay mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Udang_papay_mentah.jpg
1327,91,21,0.2,0.1,Udang segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Udang_segar.jpg
1329,241,5.8,21.6,5.8,Ulat sagu segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ulat_sagu_segar.jpg
1330,120,2.8,0.5,82.3,Umbi Uwi segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Umbi_Uwi_segar.jpg
1331,34,2.4,0.3,5.5,Umbut rotan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Umbut_rotan.jpg
1332,130,14,7.2,1.5,Usus Sapi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Usus_Sapi.jpg
1333,101,2,0.2,19.8,Uwi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Uwi.jpg
1334,363,8.7,0.4,78.7,Vermicelli,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Vermicelli.jpg
1335,303,6.3,2.7,63.3,Wajit camilan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Wajit_camilan.jpg
1336,45,0.8,0.9,8.1,Waluh balamak,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Waluh_balamak.jpg
1337,424,1.3,10.7,80.7,Widaran,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Widaran.jpg
1338,568,19.3,51.1,18.1,Wijen,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Wijen.jpg
1339,355,3.2,15.1,51.4,Wingko babat,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Wingko_babat.jpg
1340,143,3.1,7.8,15,Woku ubi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Woku_ubi.jpg
1341,452,14.5,42.3,2.3,Worst (sosis daging),https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Worst_(sosis_daging).jpg
1342,42,1.2,0.6,9.3,Wortel Segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Wortel_Segar.jpg
1343,37,1,0.6,8.3,Wortel kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Wortel_kukus.jpg
1344,28,0.7,0.5,6.3,Wortel rebus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Wortel_rebus.jpg
1345,254,3,1.1,58.1,Yangko,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Yangko.jpg
1346,52,3.3,2.5,4,Yoghurt,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Yoghurt.jpg
